"intervention","state","lga","total_cost","target_value","state_count","lga_count","intervention_type","title","currency","target","cost_per_target"
"gc","Benue","Tarka",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Benue","Tarka",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Benue","Tarka",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Benue","Tarka",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Benue","Tarka",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Benue","Tarka",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Benue","Tarka",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Benue","Ukum",65456508,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Benue","Ukum",40910.3175,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Benue","Ukum",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Benue","Ukum",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Benue","Ukum",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Benue","Ukum",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Benue","Ukum",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Benue","Ukum",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Benue","Ukum",22049867.0605613,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Benue","Ukum",13781.1669128508,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Benue","Ushongo",34477092,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Benue","Ushongo",21548.1825,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Benue","Ushongo",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Benue","Ushongo",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Benue","Ushongo",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Benue","Ushongo",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Benue","Ushongo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Benue","Ushongo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Benue","Ushongo",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Benue","Ushongo",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Benue","Vandeikya",15989376,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Benue","Vandeikya",9993.36,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Benue","Vandeikya",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Benue","Vandeikya",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Benue","Vandeikya",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Benue","Vandeikya",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Benue","Vandeikya",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Benue","Vandeikya",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Benue","Vandeikya",20353723.4405181,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Benue","Vandeikya",12721.0771503238,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Abadam",999336,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Abadam",624.585,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Abadam",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Abadam",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Abadam",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Abadam",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Abadam",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Abadam",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Abadam",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Abadam",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Askira/Uba",13990704,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Askira/Uba",8744.19,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Askira/Uba",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Askira/Uba",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Askira/Uba",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Askira/Uba",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Askira/Uba",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Askira/Uba",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Askira/Uba",22049867.0605613,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Askira/Uba",13781.1669128508,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Bama",4996680,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Bama",3122.925,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Bama",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Bama",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Bama",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Bama",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Bama",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Bama",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Bama",23746010.6806045,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Bama",14841.2566753778,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Bayo",13990704,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Bayo",8744.19,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Bayo",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Bayo",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Bayo",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Bayo",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Bayo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Bayo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Bayo",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Bayo",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Biu",13990704,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Biu",8744.19,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Biu",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Biu",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Biu",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Biu",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Biu",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Biu",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Biu",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Biu",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Chibok",10992696,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Chibok",6870.435,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Chibok",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Chibok",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Chibok",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Chibok",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Chibok",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Chibok",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Chibok",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Chibok",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Damboa",4996680,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Damboa",3122.925,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Damboa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Damboa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Damboa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Damboa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Damboa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Damboa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Damboa",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Damboa",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Dikwa",2998008,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Dikwa",1873.755,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Dikwa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Dikwa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Dikwa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Dikwa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Dikwa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Dikwa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Dikwa",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Dikwa",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Gubio",1499004,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Gubio",936.8775,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Gubio",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Gubio",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Gubio",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Gubio",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Gubio",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Gubio",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Gubio",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Gubio",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Guzamala",0,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Guzamala",0,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Guzamala",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Guzamala",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Guzamala",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Guzamala",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Guzamala",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Guzamala",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Guzamala",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Guzamala",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Gwoza",5496348,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Gwoza",3435.2175,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Gwoza",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Gwoza",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Gwoza",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Gwoza",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Gwoza",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Gwoza",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Gwoza",22049867.0605613,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Gwoza",13781.1669128508,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Hawul",11492364,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Hawul",7182.7275,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Borno","Hawul",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Borno","Hawul",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Borno","Hawul",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Borno","Hawul",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Borno","Hawul",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Borno","Hawul",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Borno","Hawul",20353723.4405181,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Borno","Hawul",12721.0771503238,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Borno","Jere",10992696,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Borno","Jere",6870.435,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
