"","state","lga","intervention","intervention_mix_to_show","intervention_summary","plan","plan_description"
"2098","Jigawa","Kazaure","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2099","Jigawa","Kiri Kasamma","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2100","Jigawa","Kiri Kasamma","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2101","Jigawa","Kiri Kasamma","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2102","Jigawa","Kiri Kasamma","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2103","Jigawa","Kiri Kasamma","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2104","Jigawa","Kiri Kasamma","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2105","Jigawa","Kiri Kasamma","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2106","Jigawa","Kiri Kasamma","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2107","Jigawa","Kiyawa","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2108","Jigawa","Kiyawa","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2109","Jigawa","Kiyawa","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2110","Jigawa","Kiyawa","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2111","Jigawa","Kiyawa","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2112","Jigawa","Kiyawa","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2113","Jigawa","Kiyawa","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2114","Jigawa","Kiyawa","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2115","Jigawa","Maigatari","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2116","Jigawa","Maigatari","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2117","Jigawa","Maigatari","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2118","Jigawa","Maigatari","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2119","Jigawa","Maigatari","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2120","Jigawa","Maigatari","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2121","Jigawa","Maigatari","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2122","Jigawa","Maigatari","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2123","Jigawa","Malam Madori","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2124","Jigawa","Malam Madori","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2125","Jigawa","Malam Madori","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2126","Jigawa","Malam Madori","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2127","Jigawa","Malam Madori","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2128","Jigawa","Malam Madori","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2129","Jigawa","Malam Madori","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2130","Jigawa","Malam Madori","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2131","Jigawa","Miga","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2132","Jigawa","Miga","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2133","Jigawa","Miga","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2134","Jigawa","Miga","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2135","Jigawa","Miga","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2136","Jigawa","Miga","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2137","Jigawa","Miga","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2138","Jigawa","Miga","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2139","Jigawa","Ringim","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2140","Jigawa","Ringim","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2141","Jigawa","Ringim","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2142","Jigawa","Ringim","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2143","Jigawa","Ringim","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2144","Jigawa","Ringim","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2145","Jigawa","Ringim","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2146","Jigawa","Ringim","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2147","Jigawa","Roni","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2148","Jigawa","Roni","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2149","Jigawa","Roni","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2150","Jigawa","Roni","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2151","Jigawa","Roni","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2152","Jigawa","Roni","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2153","Jigawa","Roni","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2154","Jigawa","Roni","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2155","Jigawa","Sule Tankarkar","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2156","Jigawa","Sule Tankarkar","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2157","Jigawa","Sule Tankarkar","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2158","Jigawa","Sule Tankarkar","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2159","Jigawa","Sule Tankarkar","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2160","Jigawa","Sule Tankarkar","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2161","Jigawa","Sule Tankarkar","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2162","Jigawa","Sule Tankarkar","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2163","Jigawa","Taura","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2164","Jigawa","Taura","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2165","Jigawa","Taura","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2166","Jigawa","Taura","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2167","Jigawa","Taura","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2168","Jigawa","Taura","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2169","Jigawa","Taura","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2170","Jigawa","Taura","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2171","Jigawa","Yankwashi","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2172","Jigawa","Yankwashi","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2173","Jigawa","Yankwashi","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2174","Jigawa","Yankwashi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2175","Jigawa","Yankwashi","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2176","Jigawa","Yankwashi","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2177","Jigawa","Yankwashi","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2178","Jigawa","Yankwashi","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2179","Kaduna","Birnin Gwari","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2180","Kaduna","Birnin Gwari","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2181","Kaduna","Birnin Gwari","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2182","Kaduna","Birnin Gwari","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2183","Kaduna","Birnin Gwari","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2184","Kaduna","Birnin Gwari","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2185","Kaduna","Birnin Gwari","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2186","Kaduna","Birnin Gwari","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2187","Kaduna","Birnin Gwari","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2188","Kaduna","Chikun","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2189","Kaduna","Chikun","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2190","Kaduna","Chikun","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2191","Kaduna","Chikun","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2192","Kaduna","Chikun","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2193","Kaduna","Chikun","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2194","Kaduna","Chikun","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2195","Kaduna","Chikun","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2196","Kaduna","Chikun","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2197","Kaduna","Giwa","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2198","Kaduna","Giwa","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2199","Kaduna","Giwa","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2200","Kaduna","Giwa","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2201","Kaduna","Giwa","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2202","Kaduna","Giwa","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2203","Kaduna","Giwa","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2204","Kaduna","Giwa","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2205","Kaduna","Giwa","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2206","Kaduna","Igabi","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2207","Kaduna","Igabi","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2208","Kaduna","Igabi","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2209","Kaduna","Igabi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2210","Kaduna","Igabi","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2211","Kaduna","Igabi","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2212","Kaduna","Igabi","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2213","Kaduna","Igabi","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2214","Kaduna","Igabi","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"2215","Kaduna","Ikara","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
